0x40012C00;TIM1 and TIM8 control register 1 (TIM1_CR1);32;R/W;0h;
0x40012C04;TIM1 and TIM8 control register 2 (TIM1_CR2);32;R/W;0h;
0x40012C08;TIM1 and TIM8 slave mode control register (TIM1_SMCR);32;R/W;0h;
0x40012C0C;TIM1 and TIM8 DMA/ interrupt enable register (TIM1_DIER);32;R/W;0h;
0x40012C10;TIM1 and TIM8 status register (TIM1_SR);32;R/W;0h;
0x40012C14;TIM1 and TIM8 event generation register (TIM1_EGR);32;R/W;0h;
0x40012C18;TIM1 and TIM8 capture/compare mode register 1 (TIM1_CCMR1);32;R/W;0h;
0x40012C1C;TIM1 and TIM8 capture/compare mode register 2 (TIM1_CCMR2);32;R/W;0h;
0x40012C20;TIM1 and TIM8 capture/compare enable register (TIM1_CCER);32;R/W;0h;
0x40012C24;TIM1 and TIM8 counter (TIM1_CNT);32;R/W;0h;
0x40012C28;TIM1 and TIM8 prescaler (TIM1_PSC);32;R/W;0h;
0x40012C2C;TIM1 and TIM8 auto-reload register (TIM1_ARR);32;R/W;FFFFh;
0x40012C30;TIM1 and TIM8 repetition counter register (TIM1_RCR);32;R/W;0h;
0x40012C34;TIM1 and TIM8 capture/compare register 1 (TIM1_CCR1);32;R/W;0h;
0x40012C38;TIM1 and TIM8 capture/compare register 2 (TIM1_CCR2);32;R/W;0h;
0x40012C3C;TIM1 and TIM8 capture/compare register 3 (TIM1_CCR3);32;R/W;0h;
0x40012C40;TIM1 and TIM8 capture/compare register 4 (TIM1_CCR4);32;R/W;0h;
0x40012C44;TIM1 and TIM8 break and dead-time register (TIM1_BDTR);32;R/W;0h;
0x40012C48;TIM1 and TIM8 DMA control register (TIM1_DCR);32;R/W;0h;
0x40012C4C;TIM1 and TIM8 DMA address for full transfer (TIM1_DMAR);32;R/W;0h;
0x40000000;TIM1 and TIM8 control register 1 (TIM2_CR1);32;R/W;0h;
0x40000004;TIM1 and TIM8 control register 2 (TIM2_CR2);32;R/W;0h;
0x40000008;TIM1 and TIM8 slave mode control register (TIM2_SMCR);32;R/W;0h;
0x4000000C;TIM1 and TIM8 DMA/ interrupt enable register (TIM2_DIER);32;R/W;0h;
0x40000010;TIM1 and TIM8 status register (TIM2_SR);32;R/W;0h;
0x40000014;TIM1 and TIM8 event generation register (TIM2_EGR);32;R/W;0h;
0x40000018;TIM1 and TIM8 capture/compare mode register 1 (TIM2_CCMR1);32;R/W;0h;
0x4000001C;TIM1 and TIM8 capture/compare mode register 2 (TIM2_CCMR2);32;R/W;0h;
0x40000020;TIM1 and TIM8 capture/compare enable register (TIM2_CCER);32;R/W;0h;
0x40000024;TIM1 and TIM8 counter (TIM2_CNT);32;R/W;0h;
0x40000028;TIM1 and TIM8 prescaler (TIM2_PSC);32;R/W;0h;
0x4000002C;TIM1 and TIM8 auto-reload register (TIM2_ARR);32;R/W;FFFFh;
0x40000030;TIM1 and TIM8 repetition counter register (TIM2_RCR);32;R/W;0h;
0x40000034;TIM1 and TIM8 capture/compare register 1 (TIM2_CCR1);32;R/W;0h;
0x40000038;TIM1 and TIM8 capture/compare register 2 (TIM2_CCR2);32;R/W;0h;
0x4000003C;TIM1 and TIM8 capture/compare register 3 (TIM2_CCR3);32;R/W;0h;
0x40000040;TIM1 and TIM8 capture/compare register 4 (TIM2_CCR4);32;R/W;0h;
0x40000044;TIM1 and TIM8 break and dead-time register (TIM2_BDTR);32;R/W;0h;
0x40000048;TIM1 and TIM8 DMA control register (TIM2_DCR);32;R/W;0h;
0x4000004C;TIM1 and TIM8 DMA address for full transfer (TIM2_DMAR);32;R/W;0h;
0x40000400;TIM1 and TIM8 control register 1 (TIM3_CR1);32;R/W;0h;
0x40000404;TIM1 and TIM8 control register 2 (TIM3_CR2);32;R/W;0h;
0x40000408;TIM1 and TIM8 slave mode control register (TIM3_SMCR);32;R/W;0h;
0x4000040C;TIM1 and TIM8 DMA/ interrupt enable register (TIM3_DIER);32;R/W;0h;
0x40000410;TIM1 and TIM8 status register (TIM3_SR);32;R/W;0h;
0x40000414;TIM1 and TIM8 event generation register (TIM3_EGR);32;R/W;0h;
0x40000418;TIM1 and TIM8 capture/compare mode register 1 (TIM3_CCMR1);32;R/W;0h;
0x4000041C;TIM1 and TIM8 capture/compare mode register 2 (TIM3_CCMR2);32;R/W;0h;
0x40000420;TIM1 and TIM8 capture/compare enable register (TIM3_CCER);32;R/W;0h;
0x40000424;TIM1 and TIM8 counter (TIM3_CNT);32;R/W;0h;
0x40000428;TIM1 and TIM8 prescaler (TIM3_PSC);32;R/W;0h;
0x4000042C;TIM1 and TIM8 auto-reload register (TIM3_ARR);32;R/W;FFFFh;
0x40000430;TIM1 and TIM8 repetition counter register (TIM3_RCR);32;R/W;0h;
0x40000434;TIM1 and TIM8 capture/compare register 1 (TIM3_CCR1);32;R/W;0h;
0x40000438;TIM1 and TIM8 capture/compare register 2 (TIM3_CCR2);32;R/W;0h;
0x4000043C;TIM1 and TIM8 capture/compare register 3 (TIM3_CCR3);32;R/W;0h;
0x40000440;TIM1 and TIM8 capture/compare register 4 (TIM3_CCR4);32;R/W;0h;
0x40000444;TIM1 and TIM8 break and dead-time register (TIM3_BDTR);32;R/W;0h;
0x40000448;TIM1 and TIM8 DMA control register (TIM3_DCR);32;R/W;0h;
0x4000044C;TIM1 and TIM8 DMA address for full transfer (TIM3_DMAR);32;R/W;0h;
0x40000800;TIM1 and TIM8 control register 1 (TIM4_CR1);32;R/W;0h;
0x40000804;TIM1 and TIM8 control register 2 (TIM4_CR2);32;R/W;0h;
0x40000808;TIM1 and TIM8 slave mode control register (TIM4_SMCR);32;R/W;0h;
0x4000080C;TIM1 and TIM8 DMA/ interrupt enable register (TIM4_DIER);32;R/W;0h;
0x40000810;TIM1 and TIM8 status register (TIM4_SR);32;R/W;0h;
0x40000814;TIM1 and TIM8 event generation register (TIM4_EGR);32;R/W;0h;
0x40000818;TIM1 and TIM8 capture/compare mode register 1 (TIM4_CCMR1);32;R/W;0h;
0x4000081C;TIM1 and TIM8 capture/compare mode register 2 (TIM4_CCMR2);32;R/W;0h;
0x40000820;TIM1 and TIM8 capture/compare enable register (TIM4_CCER);32;R/W;0h;
0x40000824;TIM1 and TIM8 counter (TIM4_CNT);32;R/W;0h;
0x40000828;TIM1 and TIM8 prescaler (TIM4_PSC);32;R/W;0h;
0x4000082C;TIM1 and TIM8 auto-reload register (TIM4_ARR);32;R/W;FFFFh;
0x40000830;TIM1 and TIM8 repetition counter register (TIM4_RCR);32;R/W;0h;
0x40000834;TIM1 and TIM8 capture/compare register 1 (TIM4_CCR1);32;R/W;0h;
0x40000838;TIM1 and TIM8 capture/compare register 2 (TIM4_CCR2);32;R/W;0h;
0x4000083C;TIM1 and TIM8 capture/compare register 3 (TIM4_CCR3);32;R/W;0h;
0x40000840;TIM1 and TIM8 capture/compare register 4 (TIM4_CCR4);32;R/W;0h;
0x40000844;TIM1 and TIM8 break and dead-time register (TIM4_BDTR);32;R/W;0h;
0x40000848;TIM1 and TIM8 DMA control register (TIM4_DCR);32;R/W;0h;
0x4000084C;TIM1 and TIM8 DMA address for full transfer (TIM4_DMAR);32;R/W;0h;
0x40000C00;TIM1 and TIM8 control register 1 (TIM5_CR1);32;R/W;0h;
0x40000C04;TIM1 and TIM8 control register 2 (TIM5_CR2);32;R/W;0h;
0x40000C08;TIM1 and TIM8 slave mode control register (TIM5_SMCR);32;R/W;0h;
0x40000C0C;TIM1 and TIM8 DMA/ interrupt enable register (TIM5_DIER);32;R/W;0h;
0x40000C10;TIM1 and TIM8 status register (TIM5_SR);32;R/W;0h;
0x40000C14;TIM1 and TIM8 event generation register (TIM5_EGR);32;R/W;0h;
0x40000C18;TIM1 and TIM8 capture/compare mode register 1 (TIM5_CCMR1);32;R/W;0h;
0x40000C1C;TIM1 and TIM8 capture/compare mode register 2 (TIM5_CCMR2);32;R/W;0h;
